profession	cnt
Häuslersgattin	1
Häuslerskind	8
Häuslersohn	28
Hauslerssohn	1
Häuslerssohn	403
Hauslerstochter	7
Häuslerstochter	1562
Häuslerswittwe	50
Häuslerswitwe	2
Häuslertochter	42
Häuslertrocht	1
Häuslerwittwe	1
Hausleutner	1
Häuslgütler	1
Hauslhagerbäuerin	1
Hauslhagerbauerssohn	1
Häuslmaierbauer	1
Häuslman	1
Hauslmann	1
Häuslmann	8
Häuslmanssohn	1
Hauslschneider	2
Hauslschneiderin	1
Hausltochter	1
Häuslweib	1
Hausmagd	11
Hausmaierbauerstochter	1
Hausmaister	45
Hausmaister 	1
Hausmaisterin	8
Hausmaisterstochter	2
Hausmaistertochter	1
Häusman@	1
Hausmeister	97
Hausmeisterin	3
Hausmeisterinn	3
Hausmeisters Wittwe	1
Hausmeistersfrau	1
Hausmeistersgattin	1
Hausmeisterstochter	7
Hausner	4
Häusner	1
Hausner 	1
Hausnerbauer	6
Hausnerbauerstochter	1
Hausnerin	1
Hauspächter	1
Hauspfleger	8
Hauspruder	1
Hauss und Gsöllmeisters Sohn	1
Hausschmidsbauer	2
Hausschmidsohn	3
Hausschmied	1
Hausschmied 	2
Hausschmiedbauer	1
Hausschmiedbäuerin	1
Hausschmiedin	2
Hausschneider	1
Haußfrau	363
Haußfraw	65
Haußhalter	1
Haußhalter 	3
Haußhalterin	1
Haußkhnecht	1
Haußknapp	1
Haußler	6
Häussler	1
Häußler	37
Haußlerin	1
Häußlerin	5
Häußlersohn	4
Haußlerssohn	1
Häußlerssohn	2
Häußlerstochter	5
Haußmaister	14
Haußmaisterin	1
Haußmeister	1
Haußpfleger	4
Hausstrassertochter	1
Haußwirthin	1
Haustheilbesitzer	2
Haustochter	1
Haustuch@	1
Haustuchbergerstochter	1
Haustuchkapp	1
Haustuchknapp	11
Haustuchknappe	25
Haustuchknappein	1
Haustuchknappenstochter	3
Haustuchknappin	1
Haustuchknappsohn	1
Haustuchmachergeselle	1
Hauswirth 	1
Hauswirthin	6
Hauswirthsgütler	1
Hauswirthstochter	1
Hauswürthin	12
Hautboist	4
Hauz	3
Hauzbauer	1
Hauzinger	1
Hauzingergütler	1
Hayderbaeur	1
Hayderbauer	1
Haydwöber	2
Heb- und Wundarzt	1
Heb und Wundarzt	6
Hebame	7
Hebamentochter	1
Hebamme	128
Hebammentochter	1
Hebamstochter	1
Hebelbauertochter	1
Hebersbergerbauer	1
Heberspergertochter	1
Hebfangin	1
Heblbauer	1
Hebwang	1
Heckenschneidersöldner	1
Heckertstallerbauer	1
Heckngrubersöldner	1
Hedtlsmanin	1
Hefesieder	1
Hehenbergerbauer	1
Heibelmacher	1
Heiblmach	1
Heiblmacher	3
Heiblmacherin	1
Heiblmacherstochter	1
Heidenbauer	1
Heider	1
Heidinger	1
Heidingergütler	1
Heiglgütler	3
Heilmair	1
Heimathbeauftragt	1
Heimbuchreiter	1
Heimel	1
Heimelbauer	5
Heimelbauerngütler	1
Heimhilgerbauer	1
Heimlbauer	1
Heindl	1
Heindlbauer	1
Heindlgütler	1
Heindlspergerbauer	1
Heinreich	1
Heinreichin	1
Heinrich	1
Heisler	13
Heislerbesizer	1
Heislman	1
Heislweib	1
Heiß	1
Heiß 	1
Heißerin	1
Heißtochter	1
Heitnersbauerstochter	2
Heitzbeckbauer	2
Heitzböckbäuerin	1
Heitzer	3
Heitzinger	1
Heizenberger	1
Heizer	33
Heizerstochter	3
Heizerswittwe	1
Heizinger	1
Heizmannsberger	1
Hekenschneider	1
Hekngruber	1
Held	4
Helfbauer	1
Helfer	2
Helfpriester	1
Hellbauer	2
Hellenbäurin	1
Hellerbauer	1
Helltochter	1
Helmbergerbauerstochter	1
Helmerbauer	1
Hembauerssohn	1
Hempelsberger	1
Henbauer	1
Henermensch	1
Hengbauer	1
Henhartl	1
Heninger	1
Henkher	1
Hennbauer	3
Hennbäuerin	1
Hennbauerstochter	1
Hennthaler	2
Hennthalerin	1
Henöder	1
Herberger	3
Herbergmann	1
Heres	1
Herezeder	1
Herfellnerbauerstochter	1
Herkmagd	1
Herlanderbauerstochter	1
Hern Castner	1
Hernauß	1
Herndlbauer	1
Herndlbauerssohn	1
Herningerbauer	1
Hernkhochmaister	1
Hernkoch	1
Herr	4
Herr 	5
Herr und Landmann	1
Herrbergsmann	1
Herren und Maisterkoch	1
Herrenberger	2
Herrin	1
Herrmühler	1
Herrmüller	2
Herrnbauer	1
Herrnberger	1
Herrnbergersohn	1
Herrndiener	1
Herrnkhochmaister	2
Herrnkoch	1
Herrnkochmaister	1
Herrnkoh	1
Herrnkrankenwarter	1
Herrnmüller	1
Herrnmüllers Kind	1
Herrschaffts Verwalter	1
Herrschafts Pflegerstochter	1
Herrschaftsjäger	2
Herrschaftspfleger	1
Herrschaftsverwalter 	1
Herrschaftsverwalterstochter	1
Herumziehend	1
Herzecker	1
Herzogbadinhaberstochter	1
Herzogsbadinhaber	1
Hetzenbauer 	1
Hetzenbauerstochter	1
Hetzlbauerssohn	1
Heubauer	1
Heubäuerin	1
Heubinder	1
Heubinderin	1
Heubinderstochter	3
Heublmacher	2
Heubnermeister	1
Heumair	2
Heumairtochter	1
Heusler	12
Heüsler	1
Heusler@99	1
Heuslman	1
Heuslmannstochter	1
Heuter	1
Heybindter	2
Heyslman	1
Hiblbauer	1
Hieblaustragsbauer	1
Hieblbauer	6
Hieblgaßner	2
Hieblgaßnerin	1
Hieblgutsbesitzer	1
Hiel	1
Hierl	2
Hierlbauer	6
Hierlbäuerin	1
Hierlgütler	2
Hierlsöldner	2
Hierltochter	1
Hierlwirth	1
Hiermaierbauer	1
Hiermair	1
Hiertmaister	1
Hiesenbauer	1
Hieslbauer	2
Hiestbauer	1
Hieter	1
Hikenstettertochter	1
Hilcherbauer	1
Hilfsarbeiter	14
Hilfsarbeiterin	1
Hilfsbahnwärter	2
Hilfsbahnwärterstochter	1
Hilfsbremser	2
Hilfsbureaudiener	2
Hilfsgärtner	1
Hilfsheitzer	6
Hilfsheizer	37
Hilfsheizerstochter	2
Hilfskondukteur	1
Hilfslehrer	15
Hilfsstrassenarbeiter	1
Hilfswechselwärter	5
Hilgengutsbesitzer	1
Hilger	11
Hilgerbauer	7
Hilgerbäuerin	1
Hilgerbauerntochter	1
Hilgerin	1
Hilgerschneid	1
Hilgerschneider	2
Hilgerschneiderausträgler	2
Hilgerschneidergütler	1
Hilgertochter	2
Hillffs@	1
Hillinger	3
Hillingerbauer	3
Hillingerbauer 	3
Hillingerbauerssohn	1
Hillingerbauerstochter	1
Hiltricher	1
Hilzlbauer	1
Himmelreichergütler  	1
Himmelreichergütlerstochter	1
Hindelbauerstochter	1
Hinderbader	1
Hindl	1
Hindlbauer	1
Hindlbauergattin	1
Hindterbader	1
Hingerl	3
Hingerlbauer	3
Hingerlsohn	2
Hingerltochter	1
Hinnerlreicher	1
Hinter	1
Hinteraicher	1
Hinterbauer	2
Hinterbauerstochter	1
Hinterberger	4
Hinterbergerbauer	4
Hinterbergergütler	1
Hinterbergertochter	1
Hinterberngeher	2
Hinterbichler	3
Hinterbichlerin	1
Hinterbuchner	1
Hinterbuttinger	1
Hinterecker	2
Hintereckerin	1
Hintereder	3
Hinterederin	1
Hintererbauer	1
Hinteretterkleingütler	1
Hintergröbnersohn	2
Hintergröbnertochter	1
Hintergruber	2
Hinterharpfinger	3
Hinterharpfingerbauer	1
Hinterharpfingertochter	1
Hinterhausnerbauer	1
Hinterhofer	1
Hinterinzenberger	1
Hinterkammerhuber	1
Hinterkammhuberbauerssohn	1
Hinterkiermayer	1
Hinterkinerbauer	1
Hinterleitner	1
Hinterlohertochter	1
Hinterloidl	3
Hinterloidlbauer	1
Hintermaier	1
Hintermaierbauer	5
Hintermaierbauerssohn	1
Hintermaierbauerstochter	1
Hintermaierhoferbauer	1
Hintermaierhofersohn	1
Hintermaierin	2
Hintermaiersohn	1
Hintermair	2
Hintermairbauer	1
Hintermairbauerstochter	1
Hintermangaßner	1
Hintermayer	2
Hintermayerbauer	1
Hintermayerhofer	1
Hintermayerin	1
Hintermayr	1
Hintermayrhofer	1
Hintermayrtochter	1
Hintermeier	1
Hintermesnersohn	1
Hintermiller	1
Hintermosner	1
Hintermühler	1
Hintermüller	3
Hintermüllerstochter	1
Hinternbergertochter	1
Hinterndoblertochter	1
Hinterntochter	1
Hinteröder	1
Hinterpinsmaier	1
Hinterputtinger	1
Hinterrabenberger	1
Hinterreißinger	1
Hinterschachner	1
Hinterschächner	2
Hinterschachnerbauer	1
Hinterschächnerbauer	1
Hinterschmidhuberbauer	1
Hinterschudergutsbesitzer	1
Hinterschwemmer	2
Hinterschwemmer 	8
Hinterschwemmerin	2
Hinterschwemmertochter	1
Hinterschwepfinger	1
Hinterschwepfingerbauer	1
Hintersollinger	1
Hinterstadlerbauer	1
Hinterstauderbauer	1
Hintersteigthaler	6
Hintersteigthalerin	2
Hintersteigthalersohn	1
Hintersteigthallerstochter	1
Hinterstorfingerbauer	1
Hinterstorfingerbauerstochter	1
Hinterstraßerbauer	1
Hinterweisenhoferbauer	1
Hinterwillbauer	1
Hinterwinkler	1
Hinterzinsmaier	1
Hinterzoichlbäuerin	1
Hintestadlerbauer	1
Hintner	1
Hirl	1
Hirlgütlerin	1
Hirschdobler	7
Hirschdoblerbauer	2
Hirschdoblerbauerntochter	1
Hirschmaurentochter 	1
Hirschwirth	1
Hirt	2
Hirte	2
Hirtenmaister	14
Hirtenmayster	1
Hirtensohn	1
Hirtensteiner	1
Hirtensteinerbauer	1
Hirtenstochter	3
Hirtentochter	2
Hirterssohn	1
Hirtertochter	1
Hirth	1
Hirtlreiter	1
Hirtlreitertochter	2
Hirttenmaister	3
Hirttnmaister	1
Historienmaler 	1
Histrio	1
Hithenthalerbauer	1
Hittenberger	1
Hittenbergertochter	1
Hitzenauer	1
Hitzenauerbauer	1
Hitzenberger	2
Hixinger	1
Höbergertochter	1
Hochbauer	1
Höchbergerbauer	1
Hochburger	1
Hocheckertochter	1
Hochgartner	1
Hochhäuslbauer	2
Hochhl. Capellmusicus	1
Hochholzner	3
Hochholzner 	1
Hochholznerbauer	1
Hochholznergütler	1
Hochholznersohn	2
Höchlbauerstochter	1
Hochmühl	1
Hochmühler	1
Hochmüller	3
Hochmüllerin	1
Hochöster	1
Hochrath	1
Hochrathstochter	1
Hochreiter	1
Hochreitertochter	1
Hochschöftner	1
Hochschöftnertochter	1
Hochsteiner   	1
Hochwimmer	3
Hochwimmertochter 	1
Hochwirth	1
Hochzeithprocurator	6
Hochzeitlader	43
Hochzeitprocurator	42
Hochzeitslader	1
Hochzeitsprokurator	3
Hochzeitsroburator	1
Höckneransiedler	1
Hödl	2
Hof-	1
Hof- und Hofcammer Rhat	1
Hof- und Hofkammerrath	1
Hof- und Reichsgaertner	1
Hof- und Schloßzimmermaister	1
Hof- und Stadtprauermaister	1
Hof- und Stadtzimmermeister  	1
Hof- und Stattprocurator	1
Hof-und Conferenzrath	1
Hof-und Hufschmid	1
Hof-und Schlosszimmermaister	1
Hof-und Stadt-Thurnermaister	2
Hof-und Stadtbaumeister	1
Hof-und Stadtmauermaister	1
Hof-und Stadtmauermaisterin	1
Hof-und Stadtmaurermeister	1
Hof-und Stadtschlossermeister	2
Hof-und Stadtthurnermaister	1
Hof-und Stadtthurnermeister	4
Hof-und Stattmauerermeister	1
Hof-und Wechselgrichtsrath	1
Hof und @ Richter	1
Hof und Hofcammer Rhat	1
Hof@	1
Hofanlags-und Rentamtscassier	1
Hofapodeckerssohn	1
Hofauer	3
Hofb@	1
Hofbader	1
Hofbauamtszimmergsell	1
Hofbauer	72
Hofbauer 	2
Hofbauergütler	2
Hofbauergütlerssohn	1
Hofbauerin	1
Hofbäuerin	2
Hofbauerngütler	6
Hofbauernsohn	1
Hofbauerntochter	3
Hofbauersohn	1
Hofbauerssohn	4
Hofbauerstochter	29
Hofbaur	5
Hofbaurathsoffizial	1
Hofbedienter	2
Hofbergwirth	1
Hofbesitzer	4
Hofbesitzerin	1
Hofbinder	5
Hofbindter	1
Hofbrathmaister	1
Hofbräuhausbeamter	1
Hofbruck- u. Zimmerpalierstochter	1
Hofbrunknecht	1
Hofbrunnknechts- u. Zimmerpalierstochter	1
Hofbuchdrucker	1
Hofcamercanzleyverwohnter	1
Hofcamerrath	1
Hofcaminfeger	2
Hofcammer Rath	1
Hofcammercanzelister	1
Hofcammerrhat	3
Hofcammersecretarius	1
Hofcastenwachter	1
Hofcastner	4
Hofcontroleur	1
Hofdame	1
Hofdaschner	1
Hofdröscher	1
Höfenbinder	2
Höfenbindter	1
Höfenbündter	1
Hofer	12
Hofer 	1
Hoferbauer	8
Hoferbäuerin	1
Hoferbauerntochter	1
Hoferbauerstochter	1
Hofergütler	3
Hoferin	1
Hofersch	1
Hofersohn	5
Hofersöldner	1
Hofertochter	3
Hoff- Schloss- und Stattthurner	1
Hoff- u. Hueffschmidt	1
Hoff-und Stadtzimmermeister	1
Hoff-und Stattsaillermaister	1
Hoff-und Tafernwürth	1
Hoff und Hoffcammer Rhatt	1
Hoff und Stadtmauermaister	1
Hoff und Urbahrsrichter	1
Hoffbader	1
Hoffbauer	4
Hoffbauerntochter	1
Hoffbauerstochter	2
Hoffbauman	1
Hoffbaur	6
Hoffbaursohn	1
Hoffbauschreiber	1
Hoffbildhauers filia	1
Hoffbildhauerstochter	3
Hoffbinder	7
Hoffbindter	5
Hoffbinter	1
Hoffbreu	1
Hoffbünder	1
Hoffcamerrath	1
Hoffcammersecretarius	3
Hoffcanzelist	1
Hoffcastenambtsgegenschreiber	1
Hoffcastner	1
Hoffdrescher	2
Hoffdröscher	1
Hofferpaur	1
Hofffischer	2
Hoffgartner	3
Hoffgärtner	1
Hoffgarttner	6
Hoffgärttner	1
Hoffgegenschreiber	1
Hoffgoldschmidt	1
Hoffgutscher	1
Hoffgutschier	1
Hoffhaizer	1
Hoffheubindter	1
Hoffischer	12
Hoffischergütler	1
Hoffischerhäuslerin	1
Hoffischerssohn	1
Hoffischersto	1
Hoffischerstochter	1
Hoffjäger	1
Hoffkhamerrath	1
Hoffkoch	2
Hofflapnzierer	1
Hoffmahler	1
Hoffmaister	4
Hoffmarchsrichter	1
Hoffmarckhs Amptmann	1
Hoffmarckhsmötzger	1
Hoffmarckhsschuemacher	1
Hoffmarckhswirth	1
Hoffmarckhts Underthan	1
Hoffmarckhtsbaur	2
Hoffmarckhtsunderthan	3
Hoffmarcks Underthan	1
Hoffmarcksrichter	1
Hoffmarcksunderthan	1
Hoffmarckts Underthan	1
Hoffmarcktsamptmann	1
Hoffmarcktsbaur	2
Hoffmarcktsböckh	2
Hoffmarcktsgartner	1
Hoffmarcktsprocurator	2
Hoffmarcktsunderthan	1
Hoffmarhßfrau	1
Hoffmarkhsambtman	1
Hoffmarkhsfischer	1
Hoffmarkhspekh	1
Hoffmarkhspökh	1
Hoffmarkhspott	2
Hoffmarkhsprocurator	1
Hoffmarkhsrichter	2
Hoffmarkhswirth	5
Hoffmarkhswürth	3
Hoffmarksiäger	1
Hoffmarksunterthan	1
Hoffmaurermaister	3
Hoffmeister	2
Hoffmiller	14
Hoffmillner	1
Hoffmilner	1
Hoffmötzger	12
Hoffmüller	2
Hoffmüllner	5
Hoffpau und Stattmauermaister	1
Hoffpauerin	1
Hoffpaur	5
Hoffpaursohn	1
Hoffpinder	4
Hoffpindter	1
Hoffprocurator	1
Hoffrath	1
Hoffrhat	1
Hoffrhats zu München ehefrau	1
Hoffrichter	5
Hoffsailler	3
Hoffschiffer	1
Hoffschlosser	1
Hoffschmid	3
Hoffschmid 	1
Hoffschmidmaister	1
Hoffschmidt	29
Hoffschneider	2
Hoffschöffmaister	4
Hoffschreiber	14
Hoffschreiberin	1
Hoffschriber	1
Hoffschuster	1
Hoffthorwarth	2
Hofftrescher	6
Hofftrompeter	2
Hofftröscher	38
Hoffuhrman	2
Hoffwachter	1
Hoffwierth	2
Hoffwirdt	4
Hoffwirt	3
Hoffwirth	43
Hoffwürth	12
Hoffwürthin	1
Hoffzimermaister	1
Hoffzimmermaister	12
Hoffzimmerpallier	1
Hoffzollambtsdiener	1
Hofgartner	1
Hofgeflügellieferant	1
Hofgeflügellieferantentochter	1
Hofgerichtsadvocat	9
Hofgerichtsrath	1
Hofgerichtssecretair 	1
Hofgrichtsadvocat	1
Hofguscher	1
Hofgutscher	2
Hofholzübersteher	1
Hofhwürth	1
Hofielbauer	1
Hofischer	1
Hofjäger	1
Hofkamerrath	2
Hofkaminfeger	3
Hofkammerpraesident	1
Hofkammerrath	12
Hofkammerraths Söhnlein	1
Hofkammerrathssecreter	1
Hofkammerrathssohn	2
Hofkammersecretär	1
Hofkammersecretarius	4
Hofkammertochter	1
Hofkamminkührer	1
Hofkastenambtspro	1
Hofkastengegenschreiber	1
Hofkastner	6
Hofkellermeister	1
Hofkirchurmeister	1
Hofkirschner	1
Hofkochsohn	1
Hofkutscher	1
Höfl	5
Hoflakey	1
Höflbauer	9
Höflbäuerin	1
Höflbauerstochter	2
Höflberger	1
Höflerssohn	1
Höflerstochter	1
Höflgütler	2
Höflingersohn	1
Höfltochter	1
Hofmaierbauer	1
Hofmaister	15
Hofmarch Bökh	1
Hofmarchs Pekh	1
Hofmarchsambtman	3
Hofmarchsbökh	1
Hofmarchsgerichtsdiener	1
Hofmarchsherr	1
Hofmarchspökh	1
Hofmarckhsschmidin	1
Hofmarcks Verwalter	1
Hofmarcktsgerichtsdiener	1
Hofmarkhsprocurator	1
Hofmarkhsrichter	1
Hofmarksbesitzerstochter	1
Hofmarksbök	2
Hofmarksherr	1
Hofmarkspekh	1
Hofmarksrichter	1
Hofmarksspielmann	1
Hofmarksspillman	1
Hofmarksverwalter	1
Hofmarktsherr	1
Hofmauerermeister	1
Hofmaurer	2
Hofmaurermeister	1
Hofmaurmaister	1
Hofmeister	2
Hofmeisterbauer	1
Hofmeisterin	1
Hofmiller	9
Hofmillner	2
Hofmühler	7
Hofmüller	27
Hofmüllerin	1
Hofmüllerssohn	2
Hofmüllerstochter	3
Hofmüllertochter	1
Hofmusiker	1
Hofner 	1
Hofnerstochter	1
Hofofficiant	2
Hofpauer	6
Hofpaur	2
Hofperüguenmacher	1
Hofpeurin	1
Hofpökh	1
Hofprocurator	1
Hofrath	13
Hofrathsdirector	1
Hofrathstocher	1
Hofrathstochter	1
Hofrhat	3
Hofrichter	10
Hofsailler	1
Hofsatler	1
Hofsbesitzer	5
Hofschaller	2
Hofschalleraustragsbauer	1
Hofschlosser	4
Hofschloßer	1
Hofschlossersmeisterssohn	1
Hofschloßerstochter	1
Hofschmid	3
Hofschmidt	1
Hofschmidtochter	1
Hofschmied	4
Hofschmiedssohn	1
Hofschmit	1
Hofschneider	3
Hofschreiber	17
Hofschuchmacher	1
Hofsesseltragerstochter	1
Hofstätter	1
Hofsteinmezgsöll	1
Hofstochter	1
Hoftapezierer	2
Hoftaschner	1
Hoftheaterrequisiteur	1
Hoftrescher	6
Hoftroscher	2
Hoftröscher	12
Hofwagner	1
Hofwaschgehilfe	2
Hofweinwirths und Getreidhandlerstochter	1
Hofweinwirths und Schöfmeisterstochter	1
Hofwierth	1
Hofwird 	4
Hofwirdt	5
Hofwirt	6
Hofwirth	63
Hofwirthin	3
Hofwirthmüllerstochter	1
Hofwirthsmüller 	1
Hofwirthsmüllertochter	3
Hofwirthssohn	2
Hofwirthstochter	8
Hofwirthtochter	2
Hofwürd	5
Hofwürth	13
Hofwürthin	1
Hofzimermaister	1
Hofzimermeister	1
Hofzimmergesöll	1
Hofzimmerknecht	1
Hofzimmermaister	8
Hofzimmermaisterin	1
Hofzimmerman	1
Hofzimmermann	1
Hofzimmermeister	2
Hofzimmermeister 	1
Hofzimmermeisterin	1
Höglbauerssohn	1
Höglhäuslbesitzer	1
Höglhäuslsbesitzer	1
Höglmannhäusler	1
Höglmanssohn	1
Höhelbauer	1
Hohenecker	1
Hoheneder	1
Hohenegger	1
Höhlbauer	1
Höhlgruberhäusl	1
Höhlgruberhäuslerin	1
Hohnecker	1
Hohneker	1
Hoirausbauer	1
Hoisenwebertochter	1
Hoißbauer	1
Hoitzinger	2
Hole	1
Holfinger	1
Holfingergürtlerin	1
Holfingergütler	3
Höllbauer	3
Höllbäuerin	1
Holle	13
Höllersohn	1
Höllertochter	3
Hollsteiger	1
Hollsteiner	1
Hollsteinerbauer	3
Höllsteinerbauer	1
Höllwirth	2
Holmaier	2
Holmer	1
Holmtochter	1
Hols	3
Holslbauer	1
Holsteiner	1
Holsteinerbauer	1
Holtzcramer	3
Holtzhacker	1
Holzaicheranwesensbesitzerin	1
Holzaicherbauer	2
Holzaichergütler	1
Holzapfelbauerntochter	1
Holzarbeiter	27
Holzarbeiterin	1
Holzarbeiterstochter	4
Holzaufseher	3
Holzbauer	5
Holzbauerngütler	1
Holzbauerntochter	1
Holzbauerschustergütler	3
Holzbauersohn	1
Holzbauerstochter	1
Holzcramer	10
Holzcrammer	1
Holzeicheraustragsgütler	1
Holzeichergütler	1
Hölzelwimmer	1
Holzengütler	1
Holzensfärbermeister	1
Holzerbauer	1
Holzforsterstochter	1
Holzfranzlgütler	1
Holzhackher	1
Holzhammerbauer	1
Holzhandler	1
Holzhändler	16
Holzhändlerin	2
Holzhändlersgattin	2
Holzhändlerstochter	1
Holzhauer	15
Holzhauerstochter	2
Holzhausertochter	1
Holzhäuslbinder	1
Holzhäuslbindersohn	1
Holzhäusler	2
Holzhieter	2
Holzhietter	3
Holzhitter	2
Holzhütter	2
Holzkahrertochter	1
Holzkarrer	1
Holzkhramerin	1
Holzknecht	4
Holzkramer	6
Holzkramerin	1
Holzkrammer	1
Hölzlsöldner	1
Hölzlsöldnerstochter	1
Hölzlwimmer	1
Hölzlwimmertochter	1
Holzman	1
Holzman 	1
Holzmann	5
Holzmann 	1
Holzmannaustragsbauer	1
Holzmannbauer	7
Holzmannsohn	1
Holzmannstochter	1
Holzmeister	1
Holzmühlbesitzerin	1
Holzner	12
Hölzner bettenmacher	1
Holznerbauer	9
Holznerbauerswittwe	2
Holznergütler	1
Holznerin	3
Holznersohn	1
Holzschachtner	1
Holzschmid	1
Holzschneider	4
Holzschneidersöldner	1
Holzschnitzer	1
Holzschuechmacher	4
Holzschuester	1
Holzschuhmacher	26
Holzschuhmachersfrau	1
Holzschuhmacherssohn	1
Holzschuhmann	3
Holzschumacherssohn	1
Holzschuster	1
Holzschustergütler	1
Holzschusterhäusler	1
Holzsepplkleingütlerstochter	1
Holzstöcklschneider	1
Holzwarenhändler	2
Holzwarenmacher	3
Holzwart	2
Holzwarth	4
Holzwarthstochter	1
Holzweber	1
Holzwebergütler	1
Holzweberssohn	1
Holzweberstochter	1
Holzwebertochter	1
Homarksspiellman	1
Hömlbauerstochter	1
Homo peregrinus	1
Honneggertochter	1
Hopes	1
Hopfenarbeiter	1
Hopfengartner	5
Hopfengärtner	2
Hopfengarttner	2
Hopfenhandler	1
Hopfenhändler	2
Hopfenhäusler	2
Hopfenmann	1
Hopfensieder	1
Hopper	3
Höres	1
Hörl	1
Hörl 	2
Hörlbauer	4
Hörlgutsbesitzerin	1
Hormmerschmied	1
Hörndl	2
Hörndlbau	1
Hörndlgütler	1
Hörndlsohn	1
Hörndlsöldner	3
Hornerbauerauszügler	1
Hornist	20
Hornist 1. Classe	1
Hornistenswittwe	2
Hornistentochter	1
Hornoisbauer	1
Horolopega	16
Horopega	3
Hortulanus	138
Hortulanus 	18
Hortulanus  	15
Hortulanus   	5
Hortulanus@99	3
Höslbauer	1
Hospes	1395
Hospes albae cerevisiae	1
Hospes aulicus	1
Hospes Aulicus	1
Hospes cerevisiae	5
Hospes cerevisiarius	24
Hospes cervisiae	1
Hospes et fragner	1
Hospes et frumentarius	3
Hospes et nundinarius	2
Hospes vinarius	15
Hospes Vini	2
Hospita	1
Hospitarius	1
Hospitatrice	1
Hospitatrix	4
Hospitis filia	4
Hospitis filius	1
Hospitisa	1
Hospitissa	57
Hospitissa cerevisiaria	4
Hospitissa vinaria	1
Hospitrix	2
Hotelbesitzer	2
Hotelpächter	1
Hötzingerbauer	1
Hötzingerbauerstochter	1
Hötzl	8
Hötzlbauer	2
Hötzlgütler	1
Hötzlin	2
Hötzlmüllerssohn	1
Hötzmüllerssohn	1
Houbenist	1
Housarus	1
Höusler	1
Huasb	1
Huasbesitzer	1
Hubauer	1
Hubbauer	2
Hubbauerstochter	1
Huber	214
Huber-Kleingütler	1
Huberaustragsbauer	1
Huberbauer	105
Huberbauer  	2
Huberbäuerin	12
Huberbauerntochter	9
Huberbauersohn	1
Huberbauerssohn	5
Huberbauerstochter	12
Huberbauerswittwe	1
Huberbauertochter	2
Huberger	3
Hubergerbauer	1
Hubergütler	5
Hubergütlerin	1
Huberhäusler	3
Huberhäuslerin	1
Huberin	22
Huberkrämer	1
Hubersohn	9
Hubersperbauer	1
Hubersperbäuerin	1
Huberstochter	1
Hubertochter	45
Huberwirt 	2
Huberwirth	2
Huberwirthswittwe	1
Hubiser	1
Hubiserbauer	2
Hubist	1
Hubmühler	5
Hubmühlertochter	1
Hubmüller	2
Hubwieser	3
Hubwieserbauerntochter	1
Hudtmacher	1
Hueber	5
Hueberbauer	1
Huebwieser	2
Huederer	5
Huedermaister	1
Huedtmacher	2
Huedtstepper	1
Huef-und Hackenschmid	1
Huef und Waffenschmidtstochter	1
Hueff-und waffenschmidstochter	1
Hueff und waaffenschmidstochter	1
Hueff und Waffenschmidt	1
Hueffschmid	17
Hueffschmid 	6
Hueffschmidgesöll	1
Hueffschmidin	2
Hueffschmidmaister	1
Hueffschmidsohn	1
Hueffschmidt	82
Huefschmid	46
Huefschmidin	2
Huefschmidmeister	5
Huefschmidsohn	1
Huefschmidstochter	1
Huefschmidt	28
Huefschmidtmaister	3
Huefschmidtochter	1
Huefschmit	1
Hueter	68
Hueter Tochter	1
Hueterer	43
Hueterermaister	1
Hueterermeister	2
Huetergesöll	1
Huetergsel	1
Hueterin	3
Huetermeister	2
Huetherer	2
Huetmacher	12
Huetstebber	1
Huetsteper	1
Huetter	93
Huetter Tochter	1
Huetterer	41
Hüetterer	2
Huetterer Tochter	1
Huettergesell	2
Huettergesöll	2
Huetterin	3
Huettermaister	1
Huetters Tochter	1
Huettfrager	1
Huettlerin	1
Huettmacher	4
Huettmacherin	1
Huettmahc	1
Huettstegner	1
Huf- u. Nagelschmid	1
Huff und Waffenschmiedstochter	1
Huffschmid	1
Huffschmidt	3
Huffschmied	2
Hufschmid	217
Hufschmid 	1
Hufschmidgesell	1
Hufschmidgeselle	2
Hufschmidin	10
Hufschmidinn	1
Hufschmidmeister	16
Hufschmidmeisterstochter	1
Hufschmidsohn	5
Hufschmidssohn	2
Hufschmidstocher	1
Hufschmidstochter	19
Hufschmidswittwe	1
Hufschmidt	9
Hufschmidt 	2
Hufschmidtin	1
Hufschmidtmeister	3
Hufschmidtochter	15
Hufschmidtssohn	1
Hufschmidtstochter	1
Hufschmidttochter	1
Hufschmied	56
Hufschmiedgeselle	1
Hufschmiedin	1
Hufschmiedmeister	3
Hufschmiedsohn	1
Hufschmiedstochter	7
Hufschmiedswittwe	1
Hufschmiedtochter	2
Huftschmidtochter	1
Hulerbauer	1
Hundmüller	2
Hundmüllerhäusler	1
Hundsberger	4
Hundsbergertochter	1
Hundspeitscher	1
Hüringbauer	1
Hurnaus	1
Hurnausbauer	1
Hurnausbauer 	1
Hurnausbauernstochter	1
Hurnausbauerstochter	1
Hurnausenkleingütler	1
Hurnausensohn	1
Hurnaushäuslmann	1
Hurpaukhenschlager	1
Hürttenmaister	10
Hurtzsßerbauer	1
Husar	13
Husarbedienter	1
Husarus	5
Hussar	16
Hussarin	1
Hussarus	2
Huterbauer	1
Huterer	17
Hüterer	1
Hutererin	1
Huterers Kind	1
