first_name	cnt
notgetauft	7
Notgetauft	2
notgetaufter Knabe	50
notgetaufter Knabe u.Georg	1
notgetauftes Mädchen	34
Notgetauftes Mädchen	2
Notggetauft. Mädchen	2
Nothaft	1
Nothb.	1
Nothburg	4
Nothburga	487
Nothburga Anna	2
Nothburga Elisabeth	1
Nothg.	1
Nothget.	5
Nothget. Kind	13
Nothget. Knäbchen	2
Nothget. Knabe	35
Nothget. Mädchen	23
Nothget. Zwillingsmäd.	1
nothgetauft	1
Nothgetauft	3
Nothgetauft. Kind	2
Nothgetauft. Knäbchen	1
nothgetauft. Mädchen	1
nothgetaufter Knabe	7
Nothgetaufter Knabe	2
nothgetauftes Kind	3
Nothgetauftes Kind	4
nothgetauftes Knäbchen	1
Nothgetauftes Knäbchen	5
nothgetauftes Mädchen	2
Nothgetauftes Mädchen	5
Nottaufe	6
Nympha	2
Nympha Elisabeth	1
O. Ludwig	1
O...	1
Oa	1
Obermayr	1
Obertürken	1
Ocj	1
Octaria Karolina	1
Oda Cöcilia Juliana Vinzenzia	1
Odili	3
Odilia	13
Odilo	2
Odin	1
Oe	1
Offilia	1
Ognatz	1
Oh	1
Ohne	2
Ohne Angabe	1
Ohne Vorname	5
Ohne Zuname	4
Oktavia	1
Ola	1
Ole Joseph	1
Olga	181
Olga 	1
Olga   	1
Olga Alexandrine Caroline	1
Olga Aloisia	1
Olga Aloys.	2
Olga Aloysia	1
Olga Amalia	1
Olga Anna	4
Olga Berta Emilie	3
Olga Caecilia	1
Olga Christine	1
Olga Elisab.	1
Olga Elisabeth	2
Olga Franziska	1
Olga Franziska Irene	1
Olga Gertrud	2
Olga Henriette	1
Olga Jos.	1
Olga Josefa	1
Olga Josepha	2
Olga Karolina	1
Olga Katharina	1
Olga Konradine Elisabeth	1
Olga Kreszenz	1
Olga Louise	1
Olga Manf. Pr. 	1
Olga Mar. Ther.	1
Olga Maria	13
Olga Mathilde	2
Olga Melania	1
Olga Ottilie	1
Olga Theresia	4
Olga Viktoria	1
Olga Viktoria Aloysia	1
Oliber	1
Oliva	1
Oliver	5
Oliver Ludwig	1
Oliver Paul	1
Oliver Rudolf	2
Olivia Maria	1
Onika	1
Onopherius	1
Onophius	2
Onophnius	1
Onophrius	4
Onpherus	1
Onufrius	1
Onuphrius	4
Öpr	1
Ordinier Anton Philipp	1
Ormella	1
Orphia	1
Orti	1
Ortlieb	1
Ortolph	1
Ortwin	1
Oscar	6
Ose	1
Osk. Jos.	1
Oskar	174
Oskar-Franz	2
Oskar Alfred	1
Oskar Alois	1
Oskar Alois Josef	1
Oskar August	1
Oskar Emil	1
Oskar Friedrich	1
Oskar Georg	2
Oskar Gotthard	1
Oskar Heinrich	1
Oskar Hubert	1
Oskar Johann	2
Oskar Joseph	2
Oskar Konrad	2
Oskar Martin	1
Oskar Max	3
Oskar Nikolaus	1
Oskar Otto Richard	1
Oskar Philipp	1
Oskar Walter	2
Oskar Wilhelm	2
Oskar Wilhelm Joseph	1
Oßwald	1
Oßwaldt	2
Osten	1
Osw.	5
Oswald	787
Oswald  	1
Oswald Ant.	1
Oswald Johann	2
Oswald Josef	1
Oswald Ludwig Richard	1
Oswald Mathias	1
Oswald u.Lorenz	1
Oswaldus	8
Oswaldus Seb.	1
Oswalt	1
Oswitha	1
Othilia	7
Othm.	1
Othmar	14
Otila	1
Otilia	12
Otilie	5
Otilla	1
Otmar	9
Otmar Kurt Rudolf	1
Oto Karl Theodor	1
Ott.	1
Ottil.	3
Ottilia	2329
Ottilia Agnes	1
Ottilia Anna	2
Ottilia Anna 	1
Ottilia Heineriette Louise	1
Ottilia Johanna	1
Ottilia Josepha	2
Ottilia Josepha A. 	1
Ottilia M.	2
Ottilia Maria	3
Ottilia Philomena	1
Ottilia Rosa	2
Ottilia Theresia Rosina	1
Ottilie	1198
Ottilie Anna	3
Ottilie Antonia	1
Ottilie Barbara	1
Ottilie Christine	1
Ottilie Elfriede	1
Ottilie Kath. 	1
Ottilie Kreszenz	2
Ottilie Maria	7
Ottillia	3
Ottlilie	2
Ottmar	35
Ottmar Edmund	1
Ottmar Georg	1
Ottmar Joachim	1
Ottmar Joseph	1
Ottmarus	1
Otto	6353
Otto 	4
Otto  	5
Otto   	21
Otto Achaz	1
Otto Adolf	4
Otto Agid Georg	1
Otto Albert	4
Otto Alexander	1
Otto Alfred	1
Otto Alois	14
Otto Alois Anton Thaddä	1
Otto Alois Ernst	1
Otto Andreas	2
Otto Ant.	1
Otto Anton	8
Otto Arthur	1
Otto August	4
Otto Baymundus	1
Otto Bernhard	1
Otto Clemens	1
Otto E.	1
Otto Erasmus	1
Otto Erich	3
Otto Ernst	1
Otto Eugen Joseph Michael	1
Otto Felix	2
Otto Ferdin.	1
Otto Franz	10
Otto Franz Felix	1
Otto Franz Josef	1
Otto Franz Joseph	1
Otto Franz Xav.	2
Otto Franz Xaver	4
Otto Friederich	2
Otto Friedrich	6
Otto Gebhard	2
Otto Georg	8
Otto Gerhard	1
Otto Gg.	1
Otto Gustav	2
Otto Harold	2
Otto Heinrich	5
Otto Heinrich Andreas	1
Otto Herbert	2
Otto Herm.	1
Otto Hermann	5
Otto Hrbert	1
Otto Hubert	4
Otto Hugo	1
Otto Isidor	1
Otto J.	1
Otto Jakob	4
Otto Joh Niklas	1
Otto Johann	14
Otto Johann Bapt.	2
Otto Johann Karl	1
Otto Jos.	5
Otto Josef	13
Otto Josef Franz	1
Otto Josef Georg	1
Otto Josef Ottmar	1
Otto Joseph	9
Otto Joseph August	1
Otto Joseph Jakob	1
Otto Julius	2
Otto Julius Andreas Franz	1
Otto Karl	8
Otto Karl Gustav	1
Otto Konrad	2
Otto L. R. 	1
Otto Leopold	1
Otto Ludw.	1
Otto Ludwig	15
Otto Luitpold	3
Otto Manfred	1
Otto Maria v.	1
Otto Martin	4
Otto Math.	1
Otto Mathias	2
Otto Matthias	5
Otto Max	8
Otto Max   	1
Otto Max Joseph	1
Otto Maximilian	5
Otto Michael	10
Otto Michael Friedrich	1
Otto p	1
Otto Reinhard	1
Otto Reinhardt	1
Otto Richard	1
Otto Richard Leonhard	1
Otto Robert	2
Otto Rudolf	6
Otto Rupert Bernhard	1
Otto Sandor	1
Otto Siegfried	3
Otto Theodor	1
Otto Vitus	1
Otto Walter	4
Otto Werner	1
Otto Wilh. Jakob	1
Otto Wilhelm	4
Otto Xaver	1
Ottoi	1
Ottokar	5
Ottolie	1
Ottomar	1
Ovtavianus	1
P.	8
P. 	1
P. Hilarion	1
P0	1
Pa+gut	1
Pablo	1
Pacelina	1
Pachasius	1
Padua	3
Pairie	1
Palaice	1
Palbina	1
Palu	1
Pamela	2
Pamela Martina	1
Pamminger	1
Pancrarius	1
Pancratio	1
Pancratius	100
Pancratius Albertus	1
Pancratius Johannes Nepomuk	1
Pancratz	5
Pancraz	5
Pangart	1
Pangratia	1
Pangratius	15
Pangratz	57
Pangraz	42
Pani	1
Pankatius	1
Pankranz	1
Pankratia	1
Pankratius	59
Pankratius 	1
Pankratz	66
Pankraz	202
Pankraz Josef	1
Pankraz u.Apolonia	1
Pankrazius	1
Pantaleon	25
Pantalone	1
Pantalron	1
Pantanleon	1
Panthaleon	1
Papist	1
Pärdtel	1
Partholomäus	1
Partholomeus	1
Partlina	1
Pärtlme	1
Pascal	1
Paschasius	1
Pat Ronaldo	1
Patieus	1
Patric Tobias	1
Patricia	1
Patricia Lisa	1
Patricia Loredana	1
Patricia Ramona	1
Patricius	1
Patrick	13
Patrick Albin	1
Patrick Andreas	2
Patrick Johann	1
Patrick Manfred	1
Patrick Mario	1
Patrick Michael	1
Patrick Oliver	1
Patrick Wilhelm	1
Patrik	1
Patritius	5
Patrizia	1
Patrizia Anna Maria Franziska	1
Patrizia Michaela	1
Patrizius	1
Paul	18504
Paul 	11
Paul  	94
Paul   	6
Paul    	1
Paul Albrecht	1
Paul Alf. Ant.	1
Paul Alfons	2
Paul Alois	3
Paul Andreas	2
Paul Angelinus	1
Paul Anton	2
Paul August	1
Paul Dominik	2
Paul Eremita	1
Paul Ernst	1
Paul Felix	1
Paul Ferdinand	1
Paul Fidel	1
Paul Fidelis	1
Paul Franz	2
Paul Franz Johann	1
Paul Franz Ser. 	1
Paul Franz Xav.	1
Paul Franz Xaver	1
Paul Friedrich	1
Paul Friedrich Wilhelm	1
Paul Gabriel	1
Paul Georg	5
Paul Gottfried	1
Paul Gregor	1
Paul Heinrich	1
Paul Hermann	3
Paul J.	1
Paul Jakob	1
Paul Joh. Ev.	1
Paul Johann	14
Paul Johann Baptist	1
Paul Johann Heinrich	1
Paul Johann Sebastian Burghard	1
Paul Johannes	1
Paul Jos.	4
Paul Josef	5
Paul Josef Albert	1
Paul Josef Max	1
Paul Joseph	10
Paul Joseph 	1
Paul Joseph Simon	1
Paul K.	1
Paul Karl	2
Paul Laurentius	1
Paul Leo	1
Paul Ludw.	1
Paul Ludwig	2
Paul Martin	2
Paul Mathias	2
Paul Max	2
Paul Max Anton Ulrich	1
Paul Mich.	2
Paul Mich. 	1
Paul Michael	2
Paul Otto	1
Paul Peter	3
Paul Peter Max	1
Paul Reinhard	1
Paul Roman	2
Paul Sebastian	5
Paul Stephan	1
Paul Valentin	1
Paul Viktor	1
Paul Walter	1
Paul Wilhelm	2
Paul Xaver	1
Paula	605
Paula A. Georg.	1
Paula Anna	7
Paula Anna Viktoria	1
Paula Centa	1
Paula de	1
Paula Eleonore	1
Paula Elisabeth	4
Paula Franziska	4
Paula Franziska Reinhilde	1
Paula Fry de	1
Paula Gertrud	1
Paula Hermine	1
Paula Hildegard	1
Paula Jos.	1
Paula Josefa Anna	1
Paula Josepha	2
Paula Juliana	1
Paula Karolina	5
Paula Karoline Anna	1
Paula Katharina	1
Paula Korona	2
Paula Lidwina	1
Paula M.	2
Paula Magdalena	1
Paula Mar.	1
Paula Maria	17
Paula Maria Theres	1
Paula Petra	1
Paula Rita	1
Paula Rosina	3
Paula Sieglinde	1
Paula Therese	1
Paula Theresia	8
Pauli	29
Paulina	570
Paulina Anna	3
Paulina Auguste	1
Paulina Bertha	1
Paulina Carolina	1
Paulina Franz.	1
Paulina Franziska	1
Paulina Gabriele	1
Paulina Johanna	1
Paulina Katharina	1
Paulina Louise	2
Paulina Magdalena	1
Paulina Maria	1
Paulina Rosina	1
Paulina Theresia	4
Pauline	986
Pauline   	1
Pauline Anna Theresia	1
Pauline Antonia Agatha	1
Pauline Antonie	2
Pauline Bertha	1
Pauline Charl. Ant. 	1
Pauline Christine	1
Pauline Cresc. 	1
Pauline Elis. Magd.	1
Pauline Elisabeth	1
Pauline Emma	1
Pauline Ernestine	1
Pauline Franziska	1
Pauline Josefine	1
Pauline Katharina	4
Pauline Katharina Anna	1
Pauline Louise	1
Pauline Magdalena	1
Pauline Mar.	1
Pauline Margarethe	1
Pauline Maria	4
Pauline Maria Ther. 	1
Pauline Marie	1
Pauline Mth.	2
Pauline Rosalie	1
Pauline Ther.	1
Pauline Theres	2
Pauline Theresa Margaretha	1
Pauline Therese	2
Pauline Theresia	1
Pauline Ursula Johanna	1
Paulinus	2
Paullina	1
Paullus	9
Paulua	2
Paulus	2268
Paulus Erem.	1
Paulus Johann	1
Paulus Sebastian	1
Pauluß	3
Pauly	23
Paunine	1
Pauö	3
Pavis	1
Pavjel Iwanoff	1
Pay	1
Peeter	1
Pegi	1
Pel.	1
Pelagia	40
Pelagia Maria	1
Pelagir	1
Pelagni	1
Pellagius	1
Pentlian	1
Peregrim	2
Peregrin	6
Peregrina	1
Peregrinus	8
Peregrinus Athanasius	1
Peregrinus Leonard	1
Perengar	1
Pergentua	1
Pergentua Maria	1
Pergetina	1
Pergetua	1
Perl	1
Perlasius	1
Perling	1
Pernhard	1
Pernhardt	1
Perpetua	9
Perpetua Felizitas	1
Perpetua Maria	1
Perpetua Raphaela	1
Perry	1
Pertram	1
Pertus	1
Perzetua	1
Pet.	100
Pet. 	1
Pet4	1
Petar	1
Peter	20351
Peter 	2
Peter   	39
Peter Adam	1
Peter Adolf	2
Peter Albert	4
Peter Alois	6
Peter Aloys	1
Peter Aloysius	1
Peter Alred	1
Peter Ambros Thomas	1
Peter Andrä	1
Peter Andrea	1
Peter Andreas	1
Peter Andreas Thaddaeus	1
Peter Ant.	2
Peter Anton	6
Peter Anton Gabriel	1
Peter Arpad	1
Peter Augustin	2
Peter Christian	1
Peter Coelestin	1
Peter Cölestin	1
Peter de Alcantara	1
Peter Dieter	2
Peter Diether	1
Peter Erich	2
Peter Ernst	1
Peter Fr.	1
Peter Franz	10
Peter Franz Richard	1
Peter Franz Xaver	2
Peter Friedrich	1
Peter Georg	3
Peter Godehard	1
Peter Gottfried	1
Peter Gottlieb Leonhard	1
Peter Hans Jörgen	1
Peter Heinr.	1
Peter Heinrich	1
Peter Heinrich Maximilian	1
Peter Heinz	2
Peter Helmut	1
Peter Herm.	1
Peter Hermann	2
Peter Horst	1
Peter Hugo	1
Peter Ignatz	1
Peter Jacob Judas	1
Peter Jakob	4
Peter Joachim	1
Peter Joh.	2
Peter Joh. Nepo.	1
Peter Johann	11
Peter Johann Konrad	1
Peter Johann Nepomuk	1
Peter Johannes	1
Peter Jörgen	1
Peter Jos.	1
Peter Josef	11
Peter Josef 	1
Peter Joseph	14
Peter Joseph Theophilus	2
Peter Julius Joseph Benedikt	1
Peter Karl	5
Peter Kaspar	1
Peter Klaus	2
Peter Konrad	4
Peter Konrad Max	2
Peter Leopold	1
Peter Lorenz	1
Peter Loth.	1
Peter Ludwig	4
Peter Ludwig August	1
Peter Manfred	4
Peter Manuel	1
Peter Maria	1
Peter Maria Albrecht	1
Peter Martin	2
Peter Matthias Eusebius	1
Peter Max	5
Peter Max Josef	1
Peter Mich.	1
Peter Michael	8
Peter Nikolaus	1
Peter Orl.	1
Peter Otto	1
Peter Pankraz	2
Peter Paul	193
Peter Paul 	1
Peter Paul Alois	1
Peter Paul Josef	1
Peter Phil. 	1
Peter Philipp	1
Peter R.	1
Peter Raymund Friedrich	1
Peter Reinhard	1
Peter Rudolf	5
Peter Sebastian	1
Peter Severin	1
Peter Siegfried	1
Peter Thaddä Kilian	1
Peter Thomas	3
Peter u.Barbara	1
Peter u.Christina	1
Peter u.Maria	1
Peter u.Paul	1
Peter Vig. Christoph Joseph Alois	1
Peter W.	1
Peter Werner	1
Peter Wilhelm	1
Peter Willibald	1
Peter Wolfg,	1
Peter Wolfg.	1
Peter Wolfgang	4
Peter, Paul	1
Petr.	20
Petr. Fr. X.	1
Petra	31
Petra Albina	1
Petra Aloisia	1
Petra Amalia	1
Petra Andrea	2
Petra Andrea Rita	1
Petra Angelika	1
Petra Anna	1
Petra Annette	1
Petra Christine	1
Petra Christine Maria	1
Petra Diana	1
Petra Elisabeth	1
Petra Erika	1
Petra Eva Maria	1
Petra Franziska	2
Petra Helga	2
Petra Hildegard	2
Petra Katharina	1
Petra Maria	25
Petra Maria 	2
Petra Marietta	1
Petra Sabine	2
Petra Siegrid	1
Petri	3
Petrina	3
Petromilla	2
Petron	1
Petron.	1
Petronela	3
Petronell.	1
Petronella	17
Petronika	1
Petronila	1
Petronilla	799
Petronilla Elisabeth	1
Petronilla Kresz.	1
Petronilla Maria	2
Petronilla Pauline	1
Petrus	2803
Petrus Adolf	1
Petrus Alois	1
Petrus Anton	1
Petrus Antonius	1
Petrus Celestinus	1
Petrus Cölestinus	1
Petrus Damianus	1
Petrus Franz	1
Petrus Franziscus	1
Petrus Gonzalez	2
Petrus Johann Georg	2
Petrus Ludwig A. 	1
Petrus Ludwig Albert	1
Petrus Niklaus	1
Petrus Nolascus	2
Petrus Paul	1
Petrus Paulus	8
Petry	1
Petter	3
Petz	1
Pf	5
Pfeligg	1
Pfil	1
Ph.	5
Phanie	1
Phe	1
Phi.	1
Phidor	1
Phil	6
Phil.	187
Phil. 	4
Phil. Gg.	1
Phil. Ign.	1
Phil. Jakob	3
Phil. Np.	1
Phil.Jak.	2
Phil.Jakob	1
Phil.Vital	1
Philemon	1
Philibert	4
Philigram	1
Philiomena	3
Philip	12
Philip  	1
Philip Jakob	1
Philip Josef	1
Philipina	1
Philipp	16637
Philipp 	2
Philipp  	40
Philipp   	13
Philipp Alexander	1
Philipp Andreas	2
Philipp Anton	2
Philipp Anton Ägid Ludwig	1
Philipp August	1
Philipp Bernhard	3
Philipp Bonavent	1
Philipp Caspar	1
Philipp Christoph	1
Philipp Christoph Joseph Kaies. Johann Theodor	1
Philipp Eduard Daniel	1
Philipp Elmar	2
Philipp et Jacob	1
Philipp Ferdinand	1
Philipp Florian	1
Philipp Franz	2
Philipp Franz B.	1
Philipp Gabriel	2
Philipp Georg	1
Philipp German	1
Philipp Gottlieb	2
Philipp Heinrich	2
Philipp Ignaz	1
Philipp J.	1
Philipp Jacob	1
Philipp Jak.	3
Philipp Jakob	104
Philipp Jakobe	1
Philipp Jakobus	2
Philipp Joh. M.	2
Philipp Johann	5
Philipp Jos.	1
Philipp Joseph	9
Philipp Julius	1
Philipp Karl	3
Philipp Leopold	1
Philipp Ludwig	3
Philipp Markus	1
Philipp Martin	2
Philipp Mathias	2
Philipp Matth.	1
Philipp Max	2
Philipp Michael	1
Philipp Ner.	1
Philipp Nereus	1
Philipp Neri	1
Philipp Nero	1
Philipp Nikolaus	1
Philipp Richard Joseph	1
Philipp Roman	1
Philipp Rupert	2
Philipp Seb. 	1
Philipp Sebast.	1
Philipp Sebastain	1
Philipp Sebastian	1
Philipp Sigmund	1
Philipp Stephan	1
Philipp u.Georg	1
Philipp u.Jakob	2
Philipp u.Theresia	1
Philipp Wilhelm	1
Philipp Wirich	1
Philipp Xaver	1
Philippa	1
Philippe Franz	2
Philippe Karl	1
Philippina	39
Philippina Jos. Theresia	1
Philippina Josepha	3
Philippine	35
Philippius	1
Philippus	274
Philippus Benitius	1
Philippus Bernhard	1
Philippus Jacobus	3
Philippus Jak.	1
Philippus Thomas	1
Philippy	1
Philipus	7
Phillip Jakob	1
Phillipp	1
Phillipp Jakob	2
Phillippus	1
Phillipus Franz Paul	1
Philom.	2
Philom. 	1
Philoman	1
Philomäna	1
Philomen	1
Philomena	1029
Philomena Barbara	1
Philomena Katharina	1
Philomena Maria	1
Philomena Theresia	1
Philomene	4
Philomenna	1
Philothea	1
Philumena	1
Phiol	1
Phokasia	1
Phülip	1
Phylomena	1
Pia	5
Pia 	1
Pia Elisabeth	1
Pia Maria	5
Pierre	1
Pietro	2
Pilagus	1
Pinnhof	1
Piosper	1
Pir	1
Pirminius	1
Pius	70
Pius Alois	2
Pius Karl	1
Placida	1
Placidus	7
Plaidus	1
Plantina	1
Plasi	2
Plasius	2
Plaukus	1
Plazidus	15
Plenonora	1
Pleonora	2
Poixena	1
Pol.	2
Polina	1
Polisuna	1
Polix	1
Polixana	1
Polixena	13
Polizena	1
Polizkarz	1
Pollixenia	1
Polycarp	1
Polycarpus	1
Polykarb	1
Polykarg	1
Polykarp	2
Polykarpus	1
Polykars	1
Polykarz	4
Polykarz Paul	2
Polyxena	3
Poncratius	8
Poncratjus	1
Poncratz	10
Poncraz	1
Pongratius	2
Pongratz	198
Pongraz	104
Pongräz	1
Ponkras	1
Ponkratz	12
Ponkraz	28
Posascha	2
Potent.	1
Potentiana	1
Poxmax	1
Praxedis	4
Preisgott	2
Pretiosa	4
Pretiosa Josephine Aloisia	1
Pretivsa	1
Primus	4
Primus Felicianus	1
Prisca	4
Prisia Maria Juliana Crescentia	1
Prisia Theresia	1
Priska	17
Prokop	1
Prospeer	1
Prosper	10
Prosperus	1
Ps	1
psul	1
Puchardus	1
Pud.	1
Pudentiana	4
Pudentiana Theresia	1
Puella	8
Puliana	1
Pulina	1
Putz	1
Py	1
Qi	1
Qualb.	1
Quilhelm	1
Quilielmi	4
Quilinius	1
Quir.	1
Quirin	225
Quirin  	1
Quirin Abraham	1
Quirin Johann	1
Quirin Joseph	1
Quirin Ludwig	1
Quirinus	17
Quirmus	1
R.	8
R..	2
R...	1
R....Maria	1
Rachel	1
Rachus	1
Radegund	1
Radolf	1
Rafael	4
Rafalie	1
Raffael	1
Raffaela Sarah	1
Raim.	2
Raimund	793
Raimund Anton	1
Raimund Ersasmus	1
Raimund Georg	1
Raimunda	2
Raimunda Theres	1
Raimunde	1
Raimundt	1
Raimundus	1
Rainer	32
Rainer  Friedrich	1
Rainer Adolf	3
Rainer Albert	1
Rainer Bruno	1
Rainer Friedrich	3
Rainer Hans	2
Rainer Heinrich	1
Rainer Joh.	1
Rainer Johann	1
Rainer Josef	1
Rainer Joseph	1
Rainer Klaus	1
Rainer Manfred	1
Rainer Maria	2
Rainer Markus	1
Rainer Mich. Udo	2
Rainer Michael	2
Rainer Roman	1
Rainer Wolfgang	1
Rainhard	1
Rainhilde Mathilde	1
Rainhold	1
Rainhold Josef	1
Rainmund	1
Ralf	6
Ralf Peter	1
Ralf Tobias	1
Ralph	4
Ram.	1
Ramon	2
Ramon Paul	1
Ramon Werner	1
Ramona	12
Ramona Christina	1
Ramona Doreen	1
Ramona Juliana	1
Ramona Kerstin	1
Ramona Maria	1
Ramund	1
Ranung	1
Ranz	2
Ranz Xaver	3
Ranziska	1
Raphael	47
Raphael Erich	1
Raphaela	3
Raphaela 	1
Ras	1
Rasalie	2
Rasgar	1
Rasputin	1
Rasso	1
Rauferl	1
Raumund	4
Räumund	2
Rax	1
Raxmund	1
Ray.	1
Raym.	11
Raym. W.	2
Raymund	3556
Raymund Aloys Jakob	1
Raymund Anton	2
Raymund August	1
Raymund Franz Xaver	1
Raymund Friderich Sebastian	1
Raymund Georg	1
Raymund Jakob	1
Raymund Johann Baptist	1
Raymund Josef	1
Raymund Joseph	1
Raymund Joseph Heinerich	1
Raymund Max	1
Raymund Richard Franz Xaver	1
Raymund Thaddäus	1
Raymund Wilhelm	1
Raymundus	1
Rb.	1
Rebecca	6
Rebecca Maria	1
Rebeka	3
Rebekka	24
Rebekka Felizitas	1
rebum	1
rebumax	1
Redina	1
Reg.	73
Reg. Peudeat.	1
Regatha	1
Regert	1
Reggina	1
Reghart	1
Regian	6
Regin. 	1
Regina	7562
Regina 	1
Regina   	7
Regina Aloisia Maria	1
Regina Anna	3
Regina Bab.	1
Regina Barbara	1
Regina Brigita	1
Regina Brigitta	2
Regina Cäcilia	2
Regina Christine	1
Regina Elfriede	2
Regina Elisabeth	2
Regina Fortunata	1
Regina Franziska	4
Regina Gisela	2
Regina Helene	1
Regina Johanna	2
Regina Julia	1
Regina Juliana	1
Regina Juliane	1
Regina Karolina	1
Regina Katharina	3
Regina Klara	1
Regina Kresz.	1
Regina Maria	13
Regina Maria Theresia	2
Regina Polixena	1
Regina Rosa	1
Regina Sabine	1
Regina Sarah	1
Regina Sophie	1
Regina Theres	2
Regina Theresia	4
Regina Xaveria	1
Regine	2
Regine Emilie	1
Regine Wilhelmine	1
Regis	3
Regius	1
Regmund	2
Regnia	1
Regula Anna	1
Regulatus	1
Reich.	1
Reichard	68
Reichardt	10
Reichardus	1
Reichart	12
Reichartus	1
Reichhard	19
Reichhardt	1
Reichhart	6
Reichhildis	1
Reimar Johann Georg	1
Reimund	111
Reinald	3
Reineldis	1
Reiner	8
Reiner   	1
Reiner Edmund	1
Reiner Georg	1
Reiner Hermann	2
Reiner Horst	1
Reiner Johann	1
Reiner Johannes	1
Reiner Josef	1
Reiner Kurt Oskar	1
Reiner Pascale	1
Reiner Wolfgang	1
Reinh. 	6
Reinh. Joh.	1
Reinh. P.	1
Reinh. Wilh.	1
Reinhard	80
Reinhard Alfons	1
Reinhard Alois	1
Reinhard Anton	1
Reinhard Franz	2
Reinhard Georg	1
Reinhard Gerhard	1
Reinhard Heinrich	1
Reinhard Hermann	1
Reinhard Johann	2
Reinhard Joseph	1
Reinhard Ludwig	2
Reinhard Maximilian	1
Reinhard Richard	1
Reinhard Rudolf	1
Reinhard Werner	1
Reinhard Wilhelm	1
Reinhardt 	1
Reinhardt Jos. Konrand	1
Reinhardus	1
Reinhart	13
Reinhart 	2
Reinhart Gottlieb	1
Reinhart Josef	1
Reinhart Peter	1
Reinhilde	7
Reinhilde Maria	1
Reinho	1
Reinhold	49
Reinhold Adolf	1
Reinhold Alois	3
Reinhold Aug. Mich. Anton	1
Reinhold Eduard	1
Reinhold Erich	1
Reinhold Fanz	1
Reinhold Georg	1
Reinhold Heribert	1
Reinhold Hermann	2
Reinhold Johann	1
Reinhold Josef	2
Reinhold Joseph Georg	1
Reinhold Ludwig	1
Reinhold Markus	1
Reinhold Max Johann Baptist	1
Reinhold Michael	1
Reinhold Peter	2
Reinhold Valentin	1
Reinhold Waldemar	1
Reinhold Walter	1
Reinholt 	1
Reinold	1
Reit	1
Reitmeier	1
Remig	1
Remigius	14
Remond	1
Rempoldenreut	1
Renantius	1
Renata	43
Renata 	1
Renata Anna	4
Renata Franziska	4
Renata Juliana	1
Renata Margareta	1
Renata Maria	8
Renata Theresia	3
Renate	184
Renate   	32
Renate Agnes	1
Renate Aloisia	2
Renate Anna	2
Renate Anna Al.	1
Renate Annemarie	1
Renate Augusta	1
Renate Bernadette	1
Renate Berta	2
Renate Berta Olga	1
Renate Brig.	1
Renate Brigitte	1
Renate Christine	1
Renate Creszentia	1
Renate Eleonore	1
Renate Elfriede	1
Renate Elisabeth	6
Renate Elsa	1
Renate Elvira	1
Renate Erna	1
Renate Franziska	4
Renate Gabriele	1
Renate Gertraud	2
Renate Gisela	2
Renate Hannelore	2
Renate Ingeborg	2
Renate Ingrid	1
Renate Johanna	2
Renate Juliana	1
Renate Karoline	1
Renate Kunigunde	1
Renate Luise	2
Renate M.	2
Renate Magdal.	2
Renate Margareta	1
Renate Maria	34
Renate Maria Genofeva Elisabeth	1
Renate Maria Hildegard	1
Renate Maria Katharina	1
Renate Martha	1
Renate Martina Petra	1
Renate Regina	1
Renate Sabine	1
Renate Stefanie	1
Renate Ther.	1
Renate Theres	2
Renate Therese	1
Renate Theresia	5
Renate Ursula	1
Renathe	1
Rene	1
Rene Andre	1
René Josef	1
Rene Karl Josef	1
Rene Paul	1
Renigius	2
Renigius Benedikt	1
Reonardus	1
Reptin-Andrea	1
Resel	1
Resger	1
Resi	2
Resina	1
Resl	1
Ret.	1
Retzer	1
Reumund	35
Reva	1
Reymund	21
Rheinhart	1
Ria	1
Ria Katharina	1
Rich.	8
Rich. Bernh.	1
Richard	1429
Richard 	3
Richard  	1
Richard   	4
Richard Albert	1
Richard Albert Otto	1
Richard Alfons	1
Richard Alois	1
Richard Andreas	1
Richard Anton	5
Richard Aug. Jos.	1
Richard Bernhard	1
Richard Erich	2
Richard Eugen	1
Richard Franz	2
Richard Franz Anton	1
Richard Franz Paul	1
Richard Friedrich	3
Richard Georg	4
Richard Gg.	2
Richard Günther	1
Richard Hans	1
Richard Heribert	1
Richard Hubert	1
Richard Ignaz	1
Richard Ignaz Joseph  	1
Richard Jakob	1
Richard Joh.	1
Richard Johann	3
Richard Jos,	2
Richard Jos.	2
Richard Jos. Franz	1
Richard Jos. Karl	2
Richard Josef	10
Richard Joseph	5
Richard Joseph Andreas	1
Richard Karl	5
Richard Kaspar	1
Richard Konrad	2
Richard Leopold	1
Richard Ludwig	1
Richard Manfred	2
Richard Maria	1
Richard Martin	3
Richard Math.	1
Richard Mathias	1
Richard Max	3
Richard Max Adolf	1
Richard Otto	2
Richard Paul	3
Richard Peter	1
Richard Peter Paul	1
Richard Rudolf	3
Richard Rupert	1
Richard Siegfried	1
Richard Stephen	1
Richard Theodor	1
Richard Valentin	1
Richard Valntin	1
Richard Vinzenz	1
Richard Wigilius	1
Richard Wilhelm	2
Richard Wolfgg.	1
Richard X.	1
Richardi	1
Richardt	7
Richardus	6
Richarf	1
Richart	25
Richelia	1
Richhard	4
Richhard 	1
Richhardt	1
Richhart	7
Richila	2
Richilda	3
Richilde	1
