name	cnt
Popenberger	1
Popendorffer	1
Popenloher	10
Popenlohner	4
Popenperger	1
Popenpöck	1
Popenwibmayr	1
Popenwibner	6
Popenwimber	1
Popenwimmber	1
Popenwimmer	4
Pöper	2
Pöperl	7
Pöpfinger	1
Popinger	42
Popitz	1
Pöpl	81
Pöpl 	3
Pöplin	1
Pöplmayr	1
Popnwimber	5
Pöpö	1
Popogen	1
Popoo	1
Popotsky	1
Popovics	2
Popp	272
Poppe	1
Poppel	1
Pöppel	148
Poppellohner	1
Poppenberger	5
Poppenbrunner	1
Poppenwibmer	1
Poppenwimber	2
Poppenwimer	1
Poppenwimmer	86
Pöpperl	10
Poppert	1
Poppewimmer	1
Poppi	1
Pöppich	1
Poppin	1
Poppinger	103
Poppl	2
Pöppl	684
Pöppl 	1
Pöpplel	1
Pöpplin	4
Pöpplsperger	1
Poppner	1
Poppre	1
Pöpst	1
Popxleitner	1
Poquer	1
Pör	1
Porach	2
Porawiz	1
Porbeck	1
Porbst	1
Porch	1
Porchstaller	1
Porchtold	1
Porck	1
Pörckhl	1
Pörckmayr	1
Pördel	1
Porderer	1
Pordinger	1
Pordobl	1
Pordt	1
Pördtl	1
Poredl	1
Porer	12
Pörer	1
Porezeder	1
Pörg	2
Porger	1
Pörger	1
Pörgerleisterin	1
Porgermeister	1
Pörgermeisterin	1
Porginger	1
Pörgmann	2
Porgmayr	1
Porgstaller	1
Porig	1
Poringer	1
Pöringer	20
Pork	3
Pörk	1
Pörkel	1
Porkens	1
Porkenstein	1
Porkert	1
Porlechner	1
Porlitscheck	1
Porm	4
Pormair	1
Pörmair	2
Pörmann	1
Porn	1
Pornauer	1
Porndorfer	9
Porner	2
Pörner	2
Pornschaft	4
Pornzöckhing	1
Pöron	1
Porowiz	1
Porr	1
Porrer	12
Porrey	1
Pörringer	1
Porsch	7
Pörscherl	1
Porschinscheiber	1
Porsmax	1
Porst	47
Porst 	10
Porster	1
Porstinger	38
Porstkofer	1
Porstner	1
Port	3
Porta	1
Portarius	1
Porteneder	1
Portenhausen	1
Portenhauser	1
Portenmacher	3
Portenschlager	14
Portenschläger	3
Portenschlagerin	1
Portentrauber	1
Porterr	1
Porth	2
Pörthner	1
Porthofer	1
Portia	1
Portia a	1
Portinger	2
Pörtinger	1
Portitor	1
Portl	3
Pörtl	1
Portler	2
Portmayer	2
Portmayr	1
Portmuller	1
Portner	29
Portnerin	1
Portnstein, von	1
Portolamedi	1
Portsack	1
Portshamer	1
Porttenschlager	1
Pörtter	1
Portular	1
Portuler	1
Portun	1
Portusch	2
Portz	1
Portzky	1
Pörtzl	2
Porvesinger	1
Porx	1
Porz	3
Porzain	1
Porzbauer	1
Pörzel	1
Porzelt	9
Pörzendorfer	1
Porzer	4
Porzinger	1
Pörzinger	6
Porzl	2
Pörzl	4
Porzner	5
Posatti	1
Posauser	1
Posch	134
Pösch	1
Posch  	2
Poschammer	1
Poscheidl	1
Poschek	1
Pöschel	28
Pöschelsperger	1
Poschener	1
Poschenrieder	11
Poscher	14
Pöscher	1
Poschetsried	1
Poschiger	1
Poschin	1
Posching	9
Poschinger	1319
Pöschinger	5
Poschinger v.	5
Poschinger, von	17
Poschl	4
Pöschl	1595
Pöschl 	9
Poschlann	1
Pöschlin	1
Pöschling	1
Pöschlsberger	1
Poschmer	1
Poschner	23
Pöschner	1
Poschta	1
Poscowitz	1
Pösel	1
Pöselmühler	1
Poselsed	1
Poselsperger	2
Pöselt	1
Posen	1
Poseneder	1
Poser	7
Poseybl	1
Pöshl	2
Pösing	1
Posinger	1
Pösinger	10
Poskowitz	1
Pösl	122
Pösl 	4
Poslechner	11
Poslehner	8
Posler	9
Pöslin	1
Pöslinger	2
Pöslmüller	1
Poslon	2
Poslsperger	2
Pöslsperger	2
Pöslsreiter	1
Posmarx	1
Posmax	7
Posna	1
Posner	1
Pospischel	2
Poß	1
Poßauer	1
Poßberger	8
Pößberger	1
Pösselsperger	2
Possendobler	14
Pößenecker siehe Hösl	2
Posser	4
Poßer	2
Pösser	1
Pösserer	1
Pösserl	2
Possert	1
Pössert	1
Poßet	1
Possinger	8
Poßinger	9
Pössinger	20
Pößinger	43
Possinger, von	3
Pössl	3
Pößl	28
Poßlehner	1
Poßler	8
Pößlinger	4
Poßmark	2
Poßmeier	1
Poßner	1
Poßperger	1
Poßreuther	1
Poßt	1
Post	15
Postaller	5
Pöstaller	5
Postauer	1
Postawir	1
Postberger	5
Postbergerin	2
Postelbauer	1
Postenrieder	2
Postenschlager	1
Poster	5
Posterer	1
Pösterl	1
Postet	1
Posthamer	1
Posthuber	1
Postier	1
Postinger	5
Pöstinger	1
Postjodl	4
Postl	10
Pöstl	5
Postlehner	2
Postler	56
Pöstler	1
Pöstlinger	1
Postmarx	1
Postmax	1
Postner	14
Postoller	2
Postperger	4
Postpischl	1
Posur	2
Poswachs	1
Potaski	1
Pote	1
Potenik	1
Potenwinkler	2
Poth	19
Pöth	1
Pother	2
Pothermüller	1
Pöthinger	1
Pöthl	1
Pothner	2
Pothschambler	1
Pöthschieralinik	1
Potinski	1
Potitor	1
Pötl	19
Potleschab	1
Potleschack	1
Potleschak	15
Potleschat	1
Pötlin	1
Potlinger	1
Potmair	1
Potocki	2
Potozek	1
Pötsch	5
Potschacher	3
Potschaffer	1
Potschafter	28
Potscher	1
Pott	70
Pottendorffer	1
Pottenhofer	1
Pottenjodl	2
Pöttenwinkler	1
Potter	4
Pötter	1
Pötterl	1
Pötterschberger	1
Potthoff	1
Pötticher	1
Pottin	2
Pötting	2
Pötting Graf von	1
Pötting v. 	1
Pötting v. u. Persing	1
Pottinger	11
Pöttinger	26
Pöttl	21
Pottler	1
Pöttlin	2
Pottmann	1
Pottn	1
Pottner	1
Pöttner	5
Pottsbeck	1
Pottschaft	3
Pottschafter	12
Pöttstättner	1
Pöttstettner	1
Pöttstöttner	4
Potz	4
Pötz	4
Potzbauer	2
Pötzeder	5
Pötzel	2
Pötzelberg	1
Potzenauer	1
Pötzenbäck	1
Pötzenböck	1
Pötzendorfer	1
Potzenhard	1
Potzenhart	3
Pötzersdorfer	3
Pötzi	1
Pötzing	1
Potzinger	5
Pötzinger	95
Pötzl	89
Pötzlinger	1
Pötznbäck	1
Pötzner	1
Poueck	1
Poumbpardinger	1
Pountner	1
Pouöck	1
Pourk	1
Powelek	2
Powitsch	1
Powitzgenger	1
Pox	2
Pöx	2
Poxbauer	1
Poxeder	61
Poxederin	3
Poxenwimmer	1
Poxhaimer	1
Poxhamer	10
Poxhammer	6
Poxhorn	40
Poxlaitner	1
Poxlehner	3
Poxlei	1
Poxleidner	1
Poxleithner	39
Poxleitner	1785
Poxleitnerin	1
Poxleittner	2
Poxleuten	1
Poxleuthner	31
Poxleutner	84
Poxleuttner	2
Poxmaier	1
Poxnicker	1
Poxreiter	1
Poxreither	1
Poxreuther	1
Poxroth	1
Poxrucker	276
Poxruckher	2
Poxruckner	2
Poxrugger	1
Poxruker	2
Poxrukher	1
Poyberger	1
Poyer	1
Poymundt	1
Poynder	7
Poyster	1
Poyweck	1
Poz	3
Pöz	1
Pozauner	3
Pozbauer	1
Pözeder	1
Pözel	10
Pözenböck	1
Pözenböckh	3
Pozenhart	1
Pözenspöck	1
Pozezin	1
Pozezki	1
Pozezkin	1
Pozinger	2
Pözinger	17
Pözl	25
Pözlhuber	1
Pozlies	1
Pozmayer	1
Pozna	3
Pöznböck	2
Pozsgai	3
Pozz	1
Pozzi	5
Pozzo	1
Präbäck	1
Prabansky	2
Prabantschki	1
Prabanzi	1
Prabanzki	2
Präbdtler	1
Präbeck	4
Präberger	1
Prabersperger	1
Prabitsch	1
Präböck	2
Präbök	1
Prabs	1
Prabski	4
Prabsky	34
Prabstky	1
Prabtzky	1
Prabucki	1
Prach	3
Prachenberger	20
Prächenberger	1
Pracher	59
Pracher 	1
Prachhamer	1
Prachhauser	1
Prächhuber	2
Prachinger	45
Prächl	1
Prachmannsperger	1
Prachner	21
Prachstöter	1
Pracht	3
Prächtel	1
Prachtenberger	1
Prächtenberger	1
Prächtig	4
Prächtl	8
Prack	8
Präck	1
Prack  	2
Prackberg	1
Pracke	1
Präcke	1
Präckel	1
Prackenberger	4
Präckenberger	9
Präckenspergerin	1
Pracker	11
Präcker	1
Prackh	3
Prackhberger	1
Prackhe	2
Präckhe	1
Prackhemperger	1
Prackhenberger	1
Präckhenberger	3
Prackhensperger	1
Präckhensperger	4
Präckhl	1
Präckhlsperger	1
Prackl	4
Präckl	3
Präcklberger	1
Prackmayer	1
Prackner	2
Pracktenberger	1
Prad	1
Pradarutti	3
Pradatsch	1
Prade	2
Prädenberger	1
Prader	21
Praderotti	1
Prädikti	1
Pradinger	1
Pradl	3
Prädl	1
Pradler	1
Prädler	2
Prädlseder	1
Pradlsreiter	1
Prädmayr	1
Pradorfer	1
Pradter	1
Pradtlendt	1
Prädtler	1
Prädtmair	1
Praebech	2
Praeck	1
Praeckhenberger	1
Praeckner	1
Praegerl	1
Praehofer	11
Praehuber	2
Praembl	1
Praembs	3
Praemer	1
Praendl	5
Präenlin	1
Praester	1
Praexenthaler	1
Praffinger	1
Prafter	1
Prag	2
Pragant	2
Prägant	3
Prägenberger	4
Pragenperger	1
Prager	1296
Präger	2
Pragerer	3
Pragerin	1
Pragermeister	2
Praggenberger	1
Präggenberger	5
Pragger	1
Pragkh	1
Pragl	7
Präglauer	1
Präglberger	2
Prägler	1
Pragmia	1
Pragnia	1
Pragratz	1
Pragrichter	1
Praguia	1
Praguier	1
Prähamer	1
Praher	25
Prähhofer	7
Prähinger	1
Prahler	3
Prähnser	1
Prahofer	1
Prähofer	275
Prähover	1
Prähsl	6
Prahuber	2
Prähuber	201
Prähueber	2
Prai	2
Praid	38
Praidaicher	1
Praidberger	3
Praidenaicher	8
Praidenbacher	1
Praidenberger	3
Praidenfelder	1
Praidenfellner	3
Praidenfelner	5
Praidenhofer	1
Praidenhuber	4
Praidenhueber	1
Praidenlachner	3
Praidenlader	1
Praidenlocher	1
Praidenlochner	1
Praidenlohner	1
Praidenperger	1
Praidenreitter	1
Praider	5
Praidinger	10
Praidl	3
Praidladner	1
Praidnaicher	1
Praidner	2
Praidnfellner	1
Praidnlohner	3
Praidreiter	1
Praidreitter	3
Praidt	42
Praidt 	1
Praidtaichinger	1
Praidtauer	1
Praidtenbecher	1
Praidtenloher	1
Praidter	3
Praidtoimber	1
Praidtreitter	1
Praidtreüter	1
Praidtwieser	2
Praidwimber	1
Praidwimmer	1
Praidwiser	1
Praihuber	1
Praim	1
Praimbaur	1
Prain	2
Praindinger	1
Praindl	5
Praindtreiter	1
Praindtwieser	1
Prainer	2
Prainherr	1
Prainl	1
Prainsperger	1
Praintenberger	1
Prais	1
Praischl	1
Praiser	1
Praisinger	2
Prait	80
Praitaicher	1
Praitaichinger	16
Praitauer	1
Praitenaicher	18
Praitenaichinger	1
Praitenaichner	1
Praitenauer	2
Praitenbacher	4
Praitenberg	1
Praitenberger	12
Praitenbergerin	2
Praitenfelder	1
Praitenfeldner	3
Praitenfellner	4
Praitenfelner	2
Praitenhofer	2
Praitenhuber	9
Praitenhueber	1
Praitenlachner	2
Praitenlader	1
Praitenlochner	5
Praitenloher	5
Praitenlohner	19
Praitenpach	1
Praitenperger	2
Praitenreiter	3
Praitenter	1
Praitenwieser	1
Praiter	11
Praith	52
Praithen	1
Praithlohner	1
Praithnlohner	2
Praithofer	1
Praitin	1
Praitinger	2
Praitl	1
Praitloher	1
Praitlohner	3
Praitnbacher	1
Praitneberger	3
Praitreiter	3
Praitreither	1
Praitsamer	1
Praitschopf	2
Praitt	3
Praittaicher	2
Praittenaichner	1
Praittenbacher	1
Praittenberger	1
Praittenfelder	1
Praittenholzer	1
Praittenhuber	3
Praittenhueber	1
Praittenlader	1
Praittenlehner	1
Praittenloher	3
Praittenlohner	5
Praittenloner	1
Praittenpaur	1
Praittenperger	1
Praittenreitter	1
Praitter	1
Praittinger	1
Praittreitter	1
Praitwieser	1
Praitwimber	3
Praitwinthaler	1
Praitwirl	1
Praitwiser	3
Praizhueber	1
Prak	4
Prakenberger	1
Präkenberger	1
Prakher	1
Präkhl	1
Prakl	2
Praklberger	1
Präklberger	1
Präklberger od. Präggenberger	1
Prakner	1
Präl	1
Praller	3
Prallinger	1
Präls	2
Pram	10
Prämä	1
Pramahofer	1
Prämair	1
Pramal	1
Pramandl	8
Prämandl	1
Pramauer	1
Pramayr	1
Pramb	2
Pramb 	1
Prambauer	1
Prambaur	2
Prambeck	19
Prämbel	1
Pramber	1
Prämber	1
Pramberger	104
Prambl	16
Prämbl	24
Pramböck	119
Pramboeck	1
Prambök	3
Prambökh	1
Prambs	27
Prambshammer	1
Prämbst	1
Prambstaller	1
Pramdorfer	1
Pramegger	1
Pramel	57
Prämel	11
Prameleder	1
Prämell	1
Pramelsperger	2
Pramenbeck	1
Prämenstorfer	1
Pramer	34
Prämer	11
Pramerin	1
Prämerin	1
Prämerl 	1
Pramerndorfer	1
Pramersberger	6
Pramerseder	1
Prames	1
Prameseisen	1
Prametsberger	3
Pramfelderer	1
Pramhofer	67
Pramhoffer	3
Pramhover	1
Pramhuber	1
Praminger	2
Pramke	1
Praml	1709
Präml	43
Praml 	4
Pramlin	6
Pramm	2
Prammayr	1
Prammel	17
Prammelsperger	1
Prammendorfer	2
Prammer	15
Prämmer	2
Prammer 	1
Prammerl	1
Prammersdorfer	2
Prammersperger	1
Prammhofer	2
Pramml	11
Prammöggerin	1
Prampauer	2
Prampaur	3
Pramperger	2
Prampöck	1
Prampöckh	1
Pramps	1
Prampur	1
Pramreiter	1
Prams	14
Pramsperger	1
Pramsriser	1
Pramß	1
Pramstetter	3
Pranauer	1
Pränauer	9
Pränbäck	2
Pranbauer	1
Pranbeck	6
Pranberger	24
Pranböck	33
Pranböckh	1
Pranbök	3
Pranbökh	2
Prancraz	1
Prand	57
Pränd	1
Prand  	1
Prandacher	2
Prandauer	1
Prandberger	1
Prandel	8
Prändel	6
Prandelmair	1
Prandenburger	2
Prändermacher	1
Prandhamer	1
Prandhofer	16
Prandhuber	83
Prandhueber	12
Prandhurber	3
Prandinger	1
Prandl	494
Prändl	258
Prandl  	1
Prandl, von	1
Prandlberger	1
Prändle	1
Prandler	1
Prandlhuber	6
Prändlhuber	1
Prandlhueber	1
Prandlin	1
Prändlin	5
Prandlitzki	1
Prandlmair	5
Prandlmayr	10
Prändlmayr	1
Prandlmüller	1
Prändlmüller	1
Prandloher	1
Prandloser	1
Prandlseder	6
Prandlsperger	1
Prandlsteiner	9
Prandmaier	2
Prandmair	9
Prandman	1
Prandmayer	8
Prandmayr	82
Prandmayr 	1
Prandmeier	2
Prandmiller	2
Prandmüller	3
Prandner	29
Prandolt	1
Prandpöck	1
Prändsinder	1
Prandstädter	11
Prandstater	1
Prandstäter	1
Prandstätter	60
Prandstätterin	1
Prandstättner	1
Prandsteder	1
Prandstedter	1
Prandsteller	1
Prandsteter	5
Prandstetner	2
Prandstette	1
Prandstetter	173
Prandstettner	17
Prandstö	1
Prandstödter	30
Prandstöllner	1
Prandstötter	186
Prändstötter	1
Prandstötterin	1
Prandstöttner	34
Prandstrutler	1
Prandt	34
Prändt	1
Prandtenberger	1
Prandthuber	25
Prandthueber	10
Prandthurber	15
Prandtl	112
Prändtl	28
Prandtl 	2
Prändtl 	1
Prändtlberger	1
Prändtlin	1
Prandtlmair	1
Prandtlseder	1
Prandtmaier	2
Prandtmair	14
Prandtmajer	1
Prandtmar	1
Prandtmayer	1
Prandtmayr	54
Prandtmeier	1
Prandtmüller	1
Prandtner	59
Prändtner	1
Prandtnerin	2
Prandtpflegerin	1
Prandtshueber	1
Prandtstätter	6
Prandtstetter	18
Prandtstettner	6
Prandtstötter	12
Prandtstötterin	1
Prandtstöttner	4
Praner	5
Präner	2
Prang	1
Prangen	2
Prangenberg	2
Pranger	37
Pranghofer	12
Prangkofer	1
Prangl	1
Pranhardt	1
Pranhofer	16
Pränhofer	1
Pranhouer	1
Pranig	1
Prank	20
Prank, von	1
Prankenberger	1
Prankenthaler	1
Pranker	1
Prankhofer	2
Prankhuber	1
Prankl	1
Prankofer	1
Pranl	1
Pränl	1
Pranlstätter	1
Pranlsteiner	1
Prann	2
Pranndthammer	1
Pranner	6
Prannthaller	1
Prannthueber	1
Pränobolis	1
Pranperger	2
Pranpöck	15
Pranpögkh	3
Pranpökh	1
Pranreiter	1
Pranreitter	2
Pranreutter	1
Pranschl	1
Pransin	1
Pränsl	1
Pransperger	1
Pranstätter	6
Pranstetter	4
Pranstorfer	1
Pranstötter	2
Pranstöttner	1
Prant	4
Prantel	1
Prantenbeger	2
Prantenberger	2
Pranter	1
Prantfellner	1
Pranthaler	1
Pranthner	1
Pranthofer	1
Pranthuber	3
Pranthueber	2
Pranthurber	2
Prantin	1
Prantl	125
Präntl	35
Prantlschneider	1
Prantmair	4
Prantmayer	4
Prantmayr	6
Prantmeier	1
Prantner	37
Prantstätter	1
Prantstättner	1
Prantsteterin	1
Prantstetner	3
Prantstetter	5
Prantstettner	1
Prantstötter	2
Prantstötterin	2
Prantz	1
Pranyk, von	1
Pranz	135
Pranzen	2
Pranzenberg	1
Pranzeneder	1
Pranzer	1
Pränzer	1
Pranzin	1
Pranzinger	5
Pränzinger	1
Pranzl	1
Pranzmiller	1
Praquia	2
Prasa	1
Prasch	24
Präschelbueb	1
Prascher	2
Praschi	1
Praschick	1
Praschl	27
Präschl	3
Praschlsperger	1
Prasperger	1
Prasreiter	1
Prasreither	1
Praß	4
Praßberger	1
Präßberger	12
Prasselsberger	6
Praßelsberger	4
Praßenthaler	1
Prasser	19
Praßer	12
Prassinger	1
Praßl	1
Präßl	7
Prasslberger	1
Praßler	1
Praßlsberger	3
Praßmayr-Probstmair	1
Praßner	1
Praßreiter	5
Praßreither	9
Präßreither	5
Praßreuter	3
Praßreuther	1
Prast	1
Präst	2
Prast 	2
Präst 	1
Praster	9
Präster	1
Prastinger	8
Pratbauer	1
Pratenfelder	1
Pratenfelner	2
Prater	8
Pratfisch	1
Pratl	2
Prätl	3
Prätorius	5
Pratsch	5
Prätsch	11
Prättenberger	2
Pratter	14
Prattinger	1
Prättl	1
Prattlberger	1
Prattner	1
Pratto von	1
Prattstrum	7
Pratz	2
Pratzdrum	1
Pratzedder	1
Pratzeder	1
Pratzer	4
Prätzer	1
Prätzl	4
Prau	2
Präu	8
Prauböck	3
Prauchinger	10
Prauchl	1
Prauchlinger	1
Prauchstorfer	11
Praud	1
Präudenfellner	1
Präudl	1
Praudorfer	1
Prauer	4
Präuer	3
Praueseisen	1
Praugnerin	1
Präuher	3
Präuherr	2
Praulinger	1
Praumair	2
Prauman	1
Praumandl	83
Praumändl	12
Praumann	1
Praumantl	1
Praumäntl	8
Praumauer	2
Praumayr	7
Präumayr	1
Praumberg	1
Praumberger	1
Praumeister	4
Praumer	6
Praumerg	1
Präuml	1
Praumseiß	1
Praun	293
Praun  	1
Praunaiß	1
Praunauer	102
Praunaur	1
Praunbäck	1
Praunbauer	5
Praunbeckh	1
Praunberg	1
Praunberg von	2
Praunberger	9
Praunböck	8
Praunböck 	2
Praunbök	7
Praunbökh	1
Praundobler	1
Prauneder	3
Praunegger	1
Prauneggerin	1
Prauneichen	1
Prauneinsen	1
Prauneis	37
Prauneisen	57
Prauneiser	1
Prauneisin	2
Prauneisn	1
Prauneiß	1
Prauneißen	16
Praunenberg von	2
Prauner	8
Präuner	1
Prauneysen	2
Praunfalk	1
Praungartner	1
Praunhierer	1
Praunhofer	6
Praunhueber	1
Praunig	1
Praunjackl	1
Praunjodl	2
Praunmayer	2
Praunmayr	4
Praunmillner	1
Praunögger	1
Praunpekh	2
Praunpiering	1
Praunpöck	3
Praunpöck 	1
Praunpöckh	1
Praunreisting	1
Praunritzer	1
Praunrother	3
Praunsberger	15
Praunscheikl	1
Praunschmid	7
Praunschmidin	1
Praunschmidt	4
Praunseder	1
Praunseier	4
Praunseis	1
Praunseise	1
Praunseisen	6
Praunseiß	1
Praunsmandl	1
Praunsperg	1
Praunsperger	82
Praunspergerin	2
Praunspier	1
Praunspirin	1
Praunspöck	1
Praunstein	3
Praunstetter	2
Praunstorfer	1
Praunstuber	1
Praunthaler	1
Praureißen	1
Prauriegel	1
Praus	31
Prausberger	1
Prause	4
Prausl	2
Prausperger	5
Prauspergerin	1
Prauss	1
Prauß	1
Prauthschölmb	1
Prautl	1
Präutl	1
Prautner	1
Prautschölmb	1
Prautstorfer	1
Prauzer	1
Pravogl	1
Pravoglin	1
Prawda	5
Praweda	1
Prawoll	1
Prax	10
Präx	1
Praxatoris	1
Praxel	11
Präxel	2
Praxendaller	2
Praxentaller	1
Praxenthaler	30
Praxenthaller	15
Praxinger	1
Praxl	28
Präxl	21
Praxmarer	3
Präxmarer	1
Praxmayr	1
Praxrarer	1
Pray	1
Praydenaichner	1
Praydenbergerin	1
Praydeneder	1
Praydenfelnner	1
Praydenhurber	1
Praydnfelner	1
Praydnfelnner	1
Prayner	1
Prazeder	1
Prazer	4
Präzerbäkh	1
Prazl	1
Präzl	2
Prazner	3
Prazthrum	1
Prber	1
Prbzel	1
Prchtl	1
Prctzer	2
Prd	1
Pre	1
Preb	1
Prebäck	2
Prebaeck	1
Prebeck	10
Preblschlag	1
Preblschlager	1
Preböck	1
Preböckh	1
Prebök	3
Prech	13
Prechgartner	1
Prechhammer	1
Prechhauser	1
Prechl	3
Prechler	1
Prechlik	1
Prechmayer	1
Prechner	3
Prechnia	1
Prechsl	1
Precht	5
Prechtel	3
Prechter	1
Prechthold	1
Prechtig	10
Prechtl	313
Prechtl 	6
Prechtl, von	1
Prechtlmüller	3
Prechtold	1
Preck	24
Preck 	1
Precker	1
Preckh	1
Preckhenberger	1
Preckhl	1
Preckl	2
Precklbauer	1
Preckschamel	1
Preczenroßky	1
Prede	1
Predeker	1
Prederl	1
Predes	2
Predhuber	1
Predieß	2
Prediger	1
Predinger	2
Predis	7
Predl	153
Predlin	2
Predlinger	1
Prednbauer	1
Predota	1
Predschneider	2
Predt	1
Predtig	1
Predtl	9
Predtler	1
Predtlhans	1
Predtlinger	1
Pree	1
Preed	1
Preg	3
Pregand	2
Pregant	85
Pregardner	1
Pregartner	9
Pregartner-Erlseder	1
Pregartnerin	1
Pregarttner	1
Pregelmacher	1
Pregenthaler	1
Preger	16
Preghofer	1
Pregl	3
Preglau	1
Preglauer	50
Pregleiner	1
Pregler	26
Preglmair	1
Pregn	1
Pregner	1
Pregsmann	1
Pregstl	1
Preh	1
Preham	1
Prehamb	1
Prehauser	4
Prehauserin	1
Prehbeck	1
Prehböck	4
Prehbök	1
Preheger	1
Prehhofer	1
Prehirl	1
Prehl	1
Prehler	2
Prehm	1
Prehofer	67
Prehoffer	1
Prehpöck	1
Prehuber	3
Prehueber	2
Prei	7
Prei  	2
Preibaur	1
Preicher	1
Preicherin	1
Preichs	1
Preichtl	1
Preid	1
Preidenberger	1
Preider	2
Preidl	2
Preidler	1
Preidnreither	1
Preidsöldner	1
Preidt	36
Preidtenpacher	1
Preier	4
Preihe	1
Preiherr	20
Preihinger	1
Preiholz	1
Preihs	2
Preihser	1
Preihuber	1
Preiinger	1
Preil	1
Preiler	2
Preill	1
Preimann	4
Preimiller	1
Preimin	1
Preimüller	1
Prein	183
Prein  	8
Preinbauer	75
Preinbauer 	1
Preinbauerin	2
Preinbaur	1
Preinberger	3
Preind	2
Preindaller	1
Preinding	1
Preindl	9
Preindlbein	1
Preindorfer	1
Preindtner	1
Preiner	8
Preinersberfer	2
Preinersdorfer	8
Preinerstorfer	1
Preinfald	1
Preinfaldt	1
Preinfalk	202
Preinfall	13
Preinfalt	6
Preinfälter	1
Preinfaltner	1
Preinfarth	1
Preinfold	1
Preinfolk	2
Preinfolkh	1
Preingaraber	1
Preinger	1
Preinhamer	1
Preinhas	1
Preinhauser	1
Preinherr	13
Preinhueber	1
Preinin	2
Preininger	3
Preinkl	1
Preinkoll	1
Preinleittner	1
Preinmiller	1
Preinmüller	3
Preinpauer	20
Preinpaur	4
Preinpeck	1
Preinreit	1
Preinreiter	1
Preinreitter	1
Preinsdorfer	3
Preinsdörfer	1
Preinstampf	1
Preinstorfer	2
Preintinger	1
Preintzer	2
Preinvalk	23
Preinvalkh	3
Preinvaltch	1
Preinvogl	1
Preinvolck	1
Preinvolk	29
Preinvolkh	3
Preinvoll	9
Preinwieser	2
Preipök	1
Preirer	1
Preis	1426
Preis 	19
Preisberger	2
Preischl	8
Preiseder	1
Preisel	6
Preisenberger	10
Preiser	101
Preisger-Reisinger-Eglsee	1
Preishenberger	1
Preisin	4
Preising	2
Preisinger	602
Preisingerin	2
Preisl	50
Preisler	97
Preismair	1
Preismann	6
Preismüller	1
Preismuth	3
Preisner	2
Preisniger	1
Preiss	137
Preiß	983
Preißauer	1
Preißeder	1
Preissenberger	3
Preisser	4
Preißer	28
Preißhueber	1
Preissin	1
Preißin	1
Preißing	1
Preissinger	2
Preißinger	17
Preissl	5
Preißl	99
Preissler	10
Preißler	161
Preissmann	5
Preißmann	2
Preistler	1
Preisweib	1
Preit	5
Preitachinger	1
Preitauer	4
Preiteichinger	2
Preitenacher	1
Preitenauer	1
Preitenbacher	1
Preitenberger	12
Preiteneder	2
Preitenfelder	1
Preitenfeldner	12
Preitenfellner	2
Preitenfelner	6
Preitenladner	3
Preitenlaucher	1
Preitenlochner	2
Preitenlohner	1
Preitenmacher	1
Preiter	8
Preitgasser	1
Preith	3
Preithenlohner	1
Preithuber	1
Preitinger	2
Preitl	2
Preitler	1
Preitner	3
Preitreiter	1
Preitschopf	1
Preitstater	1
Preittengasserin	1
Preittenladner	2
Preittenlohner	1
Preitter	6
Preittinger	1
Preitwieser	2
Preitwirth	1
Preitwiser	8
Preitwißer	1
Preitzl	1
Preixenthaler	12
Preixner	1
Preizer	1
Preizlsberger	1
Prek	1
Prel	2
Preler	1
Prelhin	1
Prelinger	2
Prell	32
Preller	37
Prellinger	62
Prelohner	1
Prels	10
Prelssin	1
Prem	221
Prem 	12
Premacher	1
Premauer	1
Premayr	2
Premb	30
Prembeck	11
Premberger	35
Prembnstaller	1
Premböck	13
Prembök	3
Prembs	4
Prembst	1
Prembstaller	10
Prembstallmüller	7
Premdl	1
Premeckh	1
Premel	3
Premer	7
Premhauer	1
Premhofer	3
Premiller	1
Preminger	3
Premingstorfer	1
Premittenbach, von	1
Preml	2
Premling	2
Premlmair	1
Premm	25
Premmberger	1
Premmel	1
Premmer	4
Premmerin	1
Premml	1
Prempek	1
Premperger	2
Prems	3
Premstadler	1
Premstaller	39
Premstallmüller	2
Premstallmüller (Trenker)	1
Pren	4
Prenäckl	1
Prenauer	3
Prenbäck	1
Prenbeck	10
Prenbek	1
Prenberg	1
Prenberger	26
Prenbergerin	1
Prenböck	20
Prenböckh	1
Prenbök	1
Prenchör	1
Prend	1
Prendel	1
Prender	1
Prendiß	2
Prendl	12
Prendobler	2
Preneisen	2
Prener	102
Prenessel	1
Prenfurtner	1
Prenger	2
Prengler	1
Prengs	3
Prenhofer	60
Prenhoffer	1
Prenholzer	1
Prenhorer	3
Prenhover	1
Prenhuber	3
Prenhueber	1
Prening	1
Preninger	12
Prenisreiter	1
Prenitzer	19
Prenjodl	1
Prenl	2
Prenn	10
Prennbeck	2
Prennberger	3
Prennböck	17
Prennel	2
Prenner	94
Prennesser	1
Prennfurter	1
Prennfurtner	2
Prennhauser	1
Prennhofer	23
Prenning	1
Prenninger	44
Prenningerin	1
Prenningsdorfer	1
Prennitzer	2
Prennizer	1
Prennstaller	1
Prennsteiner	1
Prennzinger	3
Prenöffer	1
Prenops	1
Prenössel	1
Prenperger	3
Prenreiter	2
Prentl	7
Prentner	4
Prentz	1
Prenz	3
Prenzbauer	1
Prenzenauerhofer	3
